location	product_ean	store_name	code
Asia/Yekaterinburg	2321408676276	Oktyabr’skiy	RU
Africa/Algiers	6268041511389	Bordj Zemoura	DZ
Europe/Moscow	0258722329620	Dyat’kovo	RU
America/Santiago	6687283129433	La Ligua	CL
Asia/Kolkata	3382869286113	Kheda	IN
America/Sao_Paulo	6570938387251	Caldas Novas	BR
Asia/Almaty	1324202098566	Otegen Batyra	KZ
Europe/Berlin	9772741889992	Rudolstadt	DE
Asia/Tokyo	7777433560106	Suzaka	JP
Europe/Madrid	6976501042532	Amposta	ES
Asia/Kolkata	6375002750555	Dalsingh Sarai	IN
America/Argentina/Ushuaia	9831848054747	Ushuaia	AR
Europe/Rome	9178241932600	Agrigento	IT
Asia/Tokyo	6297309790129	Hakodate	JP
Asia/Kolkata	4180339262723	Parola	IN
Europe/London	1777283612075	Rutherglen	GB
America/New_York	9086482936052	Kendall	US
Europe/London	8944776861828	Cowes	GB
America/New_York	3066711547569	Collinwood	US
Europe/London	1461283478006	Rutherglen	GB
America/New_York	0727678840492	Martinsburg	US
America/New_York	6823239760514	Thomasville	US
Europe/Rome	5329315363279	Ventimiglia	IT
America/Toronto	5302531780181	Markham	CA
America/Tegucigalpa	7628734892307	Olanchito	HN
America/Los_Angeles	4405630530884	San Gabriel	US
America/New_York	6932345568461	Mechanicsville	US
America/Chicago	2718974921549	Brentwood Estates	US
America/Argentina/Cordoba	0800103015358	Rafaela	AR
America/New_York	9706973939279	Clermont	US
Asia/Jakarta	1358345646735	Besuki	ID
America/Sao_Paulo	8580449424756	Miracema	BR
Asia/Kolkata	9235345822944	Elamanchili	IN
America/La_Paz	5175100535792	Tupiza	BO
Asia/Kolkata	5431768170028	Chamba	IN
America/New_York	4704948258276	Lexington	US
Asia/Karachi	4131904379780	Jhol	PK
Europe/Moscow	4469358352654	Malakhovka	RU
Asia/Dili	1429044940001	Maliana	TL
Europe/Vilnius	5452766626553	Ukmerge	LT
America/New_York	3383716848003	Far Rockaway	US
Pacific/Auckland	4932123644730	Gisborne	NZ
Africa/Cairo	9583267767677	Alexandria	EG
Africa/Tunis	9261300732492	Msaken	TN
Asia/Kolkata	0749378127673	Barpeta	IN
Asia/Shanghai	1509000565490	Sishui	CN
America/Chicago	8886560827248	Rolla	US
Asia/Tokyo	9247715081660	Hakodate	JP
Asia/Vladivostok	0202854367593	Nikolayevsk-on-Amure	RU
Europe/Berlin	8733232972532	Ehingen	DE
Asia/Shanghai	3069082552286	Haicheng	CN
Asia/Tokyo	0819103393434	Okegawa	JP
Africa/Casablanca	6426063064898	Azrou	MA
Africa/Brazzaville	3431967696123	Brazzaville	CG
Asia/Yekaterinburg	2380552998931	Izluchinsk	RU
Asia/Manila	4094145126899	Burgos	PH
America/Chicago	3728892180699	Murray	US
Australia/Brisbane	1536416567190	Carindale	AU
Europe/Kiev	4029413725528	Shepetivka	UA
America/Port-au-Prince	9529818929385	Croix-des-Bouquets	HT
Asia/Tokyo	8044031146223	Karatsu	JP
Asia/Tehran	0478111317537	Darreh Shahr	IR
Europe/Andorra	4184939930372	les Escaldes	AD
America/Los_Angeles	9441783575834	Santa Maria	US
Asia/Karachi	3024866692008	Qadirpur Ran	PK
America/Recife	2208892341876	Recife	BR
America/Sao_Paulo	7109900189976	Iturama	BR
Europe/Madrid	8811456613223	Segundo Ensanche	ES
Europe/Moscow	3596032019143	Tver	RU
America/New_York	6084082432106	Kensington	US
Asia/Shanghai	8809309229226	Boli	CN
Europe/Berlin	3538990111798	Bretten	DE
America/New_York	2917632446398	Fort Washington	US
America/Los_Angeles	9782413939603	Beaumont	US
Asia/Shanghai	3434752647331	Xiangtan	CN
Asia/Kolkata	0089798261121	Pujali	IN
Asia/Kolkata	9534679161348	Saharsa	IN
America/Tegucigalpa	0719264030684	Olanchito	HN
America/New_York	7241524432790	Boston	US
Asia/Manila	9219106544177	Masbate	PH
Asia/Kolkata	3665558417174	Kheda	IN
America/New_York	4221908820897	Chillum	US
America/New_York	4944157229906	Toledo	US
Asia/Tokyo	3175687164318	Ina	JP
America/Los_Angeles	1322359412020	Glendale	US
America/Bogota	4830720864639	Andes	CO
Asia/Dili	0449898100636	Maliana	TL
Europe/Paris	0762925853276	Dax	FR
Europe/Madrid	7908006759164	Segundo Ensanche	ES
Asia/Shanghai	1307608908097	Xiangtan	CN
Europe/Minsk	7692954310071	Dobrush	BY
America/Los_Angeles	6268755232693	South Whittier	US
Africa/Tunis	5353959384482	Siliana	TN
Pacific/Efate	1687758429056	Port-Vila	VU
Europe/Warsaw	6063141608089	Zgorzelec	PL
Asia/Kolkata	7482488875630	Pilkhua	IN
America/Chicago	1903389130384	Hueytown	US
America/Santiago	4912895064998	Ovalle	CL
America/Sao_Paulo	8381425871713	Viradouro	BR
Asia/Shanghai	8635650444793	Haicheng	CN
Europe/Paris	9427789619826	La Garenne-Colombes	FR
America/Bogota	1434328184125	Villa del Rosario	CO
Asia/Yekaterinburg	1445746780257	Beryozovsky	RU
Africa/Lagos	1839064870330	Efon-Alaaye	NG
America/New_York	3991472563087	Taunton	US
Europe/Vienna	7701464208959	Sankt Peter	AT
Africa/Dar_es_Salaam	5050902355437	Same	TZ
America/Chicago	7173800946120	Hueytown	US
Indian/Reunion	1239722035871	Saint-Denis	RE
Asia/Kolkata	7619005596451	Sheoganj	IN
Europe/Berlin	7337170435909	Gauting	DE
Europe/London	8087201643948	Surbiton	GB
Asia/Yekaterinburg	6154811898777	Kachkanar	RU
America/Los_Angeles	0330780781159	Visitacion Valley	US
Africa/Khartoum	7597061912296	Ar Ruseris	SD
America/New_York	7594512108383	Milledgeville	US
Pacific/Port_Moresby	6557752677614	Mount Hagen	PG
Asia/Kolkata	4824018128862	Chharra	IN
Africa/Tunis	4554175847534	Siliana	TN
America/Santiago	1784536500744	La Ligua	CL
Asia/Shanghai	4540108067377	Haicheng	CN
America/New_York	7549068946408	Belle Glade	US
Europe/Rome	1518060335035	Castelfranco Emilia	IT
America/Chicago	5264944026426	Columbia Heights	US
Asia/Bangkok	0622809971246	Phanat Nikhom	TH
America/Los_Angeles	3622463996200	Palm Desert	US
America/New_York	1278592108223	Deltona	US
America/New_York	3635674924801	Brighton Beach	US
America/Managua	8905811663449	Jinotepe	NI
Africa/Algiers	8204512323639	Boumerdas	DZ
Africa/Dar_es_Salaam	1546121268527	Magomeni	TZ
America/New_York	3779283775741	Thomasville	US
Asia/Shanghai	1806292171140	Yanliang	CN
Europe/Berlin	2830251568398	Barmbek-Nord	DE
Europe/London	1517463758175	Winsford	GB
Africa/Accra	2003447024774	Mampong	GH
America/Toronto	3527666979886	Sainte-Catherine	CA
America/Los_Angeles	8150001451263	Kent	US
Europe/Paris	3531148793914	Ajaccio	FR
Asia/Karachi	1783184782359	Qadirpur Ran	PK
Asia/Kuala_Lumpur	4087185252666	Batu Feringgi	MY
Europe/Moscow	8760616137126	Solntsevo	RU
Asia/Kolkata	4968477367377	Calangute	IN
Africa/Lagos	4811898099078	Shagamu	NG
Africa/Freetown	4669097759473	Freetown	SL
Europe/Madrid	9002012956857	Baza	ES
Africa/Windhoek	5347009785299	Okahandja	NA
Africa/Windhoek	7007725417512	Okahandja	NA
America/Maceio	2834419650963	Lagarto	BR
America/New_York	9136109408773	Bon Air	US
Europe/Warsaw	2645078917430	Jaworzno	PL
Asia/Tokyo	3323616466518	Shinshiro	JP
Europe/London	8703107520786	Lower Earley	GB
Europe/Warsaw	5812196386364	Ustka	PL
America/Los_Angeles	0503888264965	Sunnyside	US
America/Mexico_City	2073737300383	Oaxaca	MX
Asia/Makassar	1189539076379	Majene	ID
Asia/Yangon	1458004920166	Kyaikto	MM
Europe/Berlin	4921312374299	Trossingen	DE
Asia/Kolkata	2373654643977	Gorakhpur	IN
America/Los_Angeles	0482697294670	Bothell	US
Europe/Warsaw	3389401293622	Ustka	PL
Europe/Amsterdam	6304768220439	Barneveld	NL
America/Fortaleza	7967086275940	Pedro II	BR
America/New_York	5009192816982	Woodbridge	US
Europe/Minsk	8625703694077	Dobrush	BY
America/Managua	8466043292659	Somoto	NI
Europe/London	1816283138045	Newbury	GB
Asia/Yekaterinburg	6871577868034	Tavda	RU
Europe/Brussels	9093278821614	Beveren	BE
America/Chicago	1489854517848	Jackson	US
Europe/Rome	7754180911474	Lanciano	IT
Africa/Nairobi	5447758363998	Lodwar	KE
Australia/Melbourne	9593887220810	Wheelers Hill	AU
Europe/Warsaw	0973001003243	Brzeg	PL
America/Chicago	3009897099958	Schererville	US
Asia/Yekaterinburg	8461649952136	Izluchinsk	RU
Europe/Berlin	3737705019446	Trossingen	DE
Pacific/Auckland	3093945859960	Timaru	NZ
America/Lima	3058546524914	Yunguyo	PE
Asia/Bangkok	4713764881674	Nakhon Pathom	TH
America/Los_Angeles	9599158033103	Visitacion Valley	US
Asia/Kolkata	3753900412158	Moga	IN
America/Mexico_City	7685423501797	Oaxaca	MX
Europe/Sarajevo	6517200843527	Bijeljina	BA
Asia/Barnaul	7514982285773	Novosilikatnyy	RU
America/Los_Angeles	7778957608978	Aloha	US
Asia/Seoul	6879334260718	Sinhyeon	KR
America/Guatemala	6681541693742	Chichicastenango	GT
Europe/Moscow	1734018447371	Bavly	RU
America/Los_Angeles	2311743905452	Riverbank	US
Asia/Taipei	2923052705038	Magong	TW
America/Sao_Paulo	0756416950483	Iturama	BR
Asia/Shanghai	8318906951343	Huangshi	CN
Asia/Tashkent	8046117839968	Andijon	UZ
America/Los_Angeles	0236453665675	Mira Mesa	US
Europe/London	6082551698794	Newbury	GB
Asia/Barnaul	0352080639626	Novosilikatnyy	RU
Asia/Kolkata	3603596178237	Gajendragarh	IN
America/Porto_Velho	4392663937790	Porto Velho	BR
America/Denver	2361137399701	Ken Caryl	US
Europe/Kiev	1981556556236	Artsyz	UA
Asia/Shanghai	7431260882007	Zhoushan	CN
America/Bahia	8713092668691	Muritiba	BR
America/Denver	7862217210114	Kearns	US
America/Toronto	6730921115203	Sainte-Catherine	CA
America/Los_Angeles	8515184605733	Sunnyside	US
Asia/Tokyo	7571776760274	Hita	JP
Asia/Irkutsk	3820392248142	Ulan-Ude	RU
Europe/Amsterdam	7015835360017	Emmeloord	NL
Asia/Tehran	0943599949711	Nowshahr	IR
Africa/Nairobi	4926809023803	Nyahururu	KE
Europe/Madrid	7789261056157	Reus	ES
Asia/Kolkata	2163492613047	Leteri	IN
America/Puerto_Rico	3019763321502	Yauco	PR
Europe/Moscow	6512919182998	Solntsevo	RU
Asia/Kolkata	0483471419562	Alwaye	IN
Asia/Hong_Kong	4847790117527	Tsuen Wan	HK
Africa/Douala	0691746370856	Mbalmayo	CM
Europe/Rome	4963222754518	Volla	IT
Asia/Shanghai	8988779551560	Huangshi	CN
America/Sao_Paulo	4138547858153	Viradouro	BR
America/New_York	0008010172670	Waterbury	US
America/New_York	1495066446920	Kensington	US
Europe/Madrid	9352798972573	el Camp de l'Arpa del Clot	ES
Asia/Jakarta	9811875281606	Kediri	ID
Europe/Warsaw	4796304225497	Strzelce Opolskie	PL
America/New_York	3225813350617	Sterling	US
America/New_York	5377417491192	Lexington	US
Asia/Jakarta	6325302868818	Besuki	ID
America/Indiana/Indianapolis	6791834373876	Granger	US
America/Santiago	9868605282549	La Ligua	CL
Asia/Shanghai	3130472994310	Longgang	CN
Africa/Abidjan	5832504470783	Bonoua	CI
Africa/Lagos	4273849821600	Lagos	NG
Europe/Paris	5645646533090	Marly-le-Roi	FR
America/New_York	0232018490614	Woodlawn	US
Europe/Brussels	6930616969658	Temse	BE
Europe/Istanbul	0867243323774	Silvan	TR
America/New_York	9515251374721	Fort Washington	US
Africa/Bamako	0262868271422	Kati	ML
America/New_York	5427175062537	Fort Washington	US
America/Chicago	5208179393229	New City	US
Asia/Jakarta	5953494461541	Ngemplak	ID
Asia/Ho_Chi_Minh	4517055448993	Sa Dec	VN
Africa/Bamako	0769247921393	Kati	ML
America/Phoenix	9436506769539	Scottsdale	US
America/Los_Angeles	0103922819276	Norco	US
Asia/Tehran	2085595660486	Nowshahr	IR
Europe/Berlin	3220346298559	Korschenbroich	DE
Europe/Rome	6575446394586	Malnate	IT
Africa/Lagos	8479824284958	Igbara-Odo	NG
Africa/Douala	1272667476057	Tonga	CM
Asia/Manila	6071114009191	Masbate	PH
Africa/Tunis	0972946320163	Siliana	TN
Asia/Shanghai	6822725974404	Jingzhou	CN
America/New_York	4655446931478	Palm Valley	US
Europe/Skopje	9282915483869	Bogovinje	MK
Europe/Amsterdam	4694305907728	Zeist	NL
America/Denver	8600198549712	Saratoga Springs	US
America/Mexico_City	1533375352065	Casa Blanca	MX
Europe/Moscow	2272258398361	Kashira	RU
Europe/Amsterdam	4948413566774	Zeist	NL
Asia/Jerusalem	5154982294607	Ganei Tikva	IL
Africa/Lagos	1533233941608	Argungu	NG
Europe/Paris	6340891416752	Valence	FR
Europe/London	5750265287443	Clacton-on-Sea	GB
Europe/Berlin	6078999069616	Eppingen	DE
Europe/Paris	4486971231418	Les Olives	FR
Europe/London	7208575524744	Devizes	GB
Europe/London	1262829108865	Blackpool	GB
Asia/Yakutsk	2632614288482	Aykhal	RU
Europe/Paris	2056625318608	Le Chesnay	FR
America/Glace_Bay	5959574447726	Sydney	CA
Europe/Kiev	7214783595308	Artsyz	UA
Europe/Paris	2298763683174	Bobigny	FR
Africa/Lagos	3218329744742	Igbara-Odo	NG
Africa/Conakry	3483681947876	Camayenne	GN
Asia/Jakarta	1765761639713	Kediri	ID
America/Toronto	4504505516937	Dorval	CA
Asia/Shanghai	2247572950304	Wacheng	CN
America/Chicago	3239803067935	New City	US
Europe/London	8714238562200	Rhosllanerchrugog	GB
Europe/London	6536982517860	Viewpark	GB
Asia/Seoul	0751429246363	Eisen	KR
America/Maceio	7689257996569	Aracaju	BR
America/Mexico_City	4969653397843	Casa Blanca	MX
America/Mexico_City	1248083616018	Paracho de Verduzco	MX
Africa/Dar_es_Salaam	8107026486558	Kidodi	TZ
Asia/Seoul	0958484079992	Eisen	KR
America/Bogota	2717299541975	San Carlos	CO
Africa/Algiers	5424533884947	Boumerdas	DZ
Africa/Accra	4380235231827	Mampong	GH
Asia/Kolkata	2233042810469	Barpeta	IN
Europe/Sarajevo	6607135029650	Bijeljina	BA
America/Chicago	7933920551778	Columbia Heights	US
America/Chicago	3636129108937	Schererville	US
Europe/Rome	4244731268124	Tortona	IT
America/New_York	3153461414330	Mechanicsville	US
America/Chicago	2633001424568	Crystal Lake	US
Africa/Dar_es_Salaam	2516541960737	Chanika	TZ
America/New_York	7400909138737	Kensington	US
Asia/Karachi	1429999956232	Sangla Hill	PK
Africa/Lagos	6122306906832	Efon-Alaaye	NG
Europe/Brussels	7716957232526	Wevelgem	BE
Europe/Lisbon	3874756689232	Custoias	PT
Africa/Algiers	6401800268166	Ksar Chellala	DZ
America/Chicago	9230525686071	Bourbonnais	US
Europe/Rome	3455908849744	Falconara Marittima	IT
America/Sao_Paulo	3544249170195	Palmeira	BR
Asia/Manila	7858715941537	Burgos	PH
America/Bogota	9222856078175	Andes	CO
Asia/Karachi	1204101239669	Kot Addu	PK
America/Los_Angeles	6043744660448	Mira Mesa	US
Europe/Berlin	1427600969732	Marburg an der Lahn	DE
Europe/Madrid	1488879301777	San Fernando de Henares	ES
Asia/Dushanbe	3987953131517	Vahdat	TJ
Asia/Kolkata	6821004733855	Udumalaippettai	IN
Europe/Berlin	3496885421875	Karben	DE
Asia/Kolkata	5120739011513	Dombivli	IN
Asia/Kolkata	2037884566177	Parola	IN
Asia/Shanghai	0529410794861	Sishui	CN
Africa/Algiers	2081684372315	Boumerdas	DZ
America/Phoenix	8050213778281	Gilbert	US
America/Panama	7937817408961	Veracruz	PA
America/New_York	1883827706008	Belle Glade	US
America/Mexico_City	8559483964061	Santa Rosa Jauregui	MX
Africa/Tunis	1044153452056	Beni Khiar	TN
Europe/Paris	5089337392113	Vienne	FR
Europe/Moscow	7448765453588	Buynaksk	RU
Europe/Paris	3410755355732	Colomiers	FR
Africa/Lubumbashi	3482844605196	Beni	CD
America/Los_Angeles	9840004818321	Troutdale	US
Europe/Berlin	0890877951617	Wittenau	DE
America/Mexico_City	0695367927116	San Lorenzo Acopilco	MX
Africa/Casablanca	5767101132744	Azrou	MA
Africa/Lagos	7899061359799	Yenagoa	NG
America/New_York	0416952414060	Malden	US
Asia/Tbilisi	7387316364303	Kobuleti	GE
Africa/Lagos	3600717986535	Shagamu	NG
Australia/Sydney	8755592353332	Strathfield	AU
Europe/Moscow	5565190666764	Kireyevsk	RU
America/Panama	8348168399782	Chilibre	PA
Europe/Skopje	9472400213747	Saraj	MK
Africa/Mogadishu	3774971481690	Baki	SO
Africa/Casablanca	2904627675772	Temara	MA
Asia/Yekaterinburg	9474638450086	Izluchinsk	RU
Asia/Yekaterinburg	8203306476278	Kachkanar	RU
Europe/Berlin	7259431749962	Ehingen	DE
America/New_York	5137761477644	Acworth	US
Africa/Kampala	8737317923013	Paidha	UG
Asia/Tokyo	8958358963565	Inawashiro	JP
Asia/Kolkata	7725461260796	Kundla	IN
Europe/Moscow	0082987439301	Yablonovskiy	RU
America/Mexico_City	9402354263642	Acayucan	MX
Asia/Jakarta	3636701918213	Labuhan Deli	ID
Australia/Melbourne	4765174564630	Carnegie	AU
Europe/Bucharest	5222767931587	Sector 6	RO
Asia/Jerusalem	4352835253776	Rahat	IL
Asia/Shanghai	2299212346398	Zaozhuang	CN
America/Havana	2805529568189	Varadero	CU
Europe/London	1769849853428	Exeter	GB
Asia/Yekaterinburg	2990580013522	Kuvandyk	RU
America/New_York	0484928919444	Gainesville	US
America/Sao_Paulo	2106015162073	Itabirito	BR
Africa/Addis_Ababa	2924088187164	Debre Tabor	ET
Africa/Lagos	7565826026779	Biu	NG
Asia/Karachi	6845783928967	Sillanwali	PK
Asia/Kolkata	3242524737728	Udumalaippettai	IN
Asia/Tehran	3237072402761	Nowshahr	IR
America/Montevideo	7576303663875	Durazno	UY
Europe/Kiev	2971311229696	Voznesensk	UA
Asia/Kolkata	8986008612211	Rafiganj	IN
Asia/Novokuznetsk	3543376898286	Yashkino	RU
Europe/Moscow	7122084450649	Buynaksk	RU
America/Toronto	9958261936907	Beaconsfield	CA
Africa/Maputo	6051814206595	Maxixe	MZ
Europe/Rome	4670364248002	Cordenons	IT
Australia/Melbourne	5546887145205	Frankston South	AU
America/Bahia	4660284636225	Muritiba	BR
America/Maceio	5546260857817	Barra dos Coqueiros	BR
Asia/Kolkata	3404633580927	Jais	IN
Europe/Berlin	7720556949112	Walsrode	DE
Asia/Ulaanbaatar	2388735048879	Ulan Bator	MN
Europe/Paris	5165251763557	Bron	FR
Europe/Rome	9735461419603	Afragola	IT
Asia/Kolkata	5897876815839	Kenda	IN
Europe/Rome	3153516135906	Afragola	IT
America/Los_Angeles	7337574664295	Camarillo	US
America/Costa_Rica	7445124291317	Liberia	CR
Africa/Kampala	9120164631115	Paidha	UG
America/New_York	6636371861977	Nutley	US
Europe/Berlin	1631991476568	Eppingen	DE
Asia/Karachi	6583142366790	Khairpur Mir’s	PK
America/Puerto_Rico	9810696665220	Yauco	PR
Europe/Lisbon	3303326296254	Albufeira	PT
Asia/Kuala_Lumpur	6639270579066	Ulu Tiram	MY
America/Chicago	7345265534048	South Lawndale	US
Europe/Madrid	1348836619409	Segundo Ensanche	ES
America/Puerto_Rico	2588934615074	Aguadilla	PR
Europe/Rome	9412913781487	Mesagne	IT
Europe/Paris	1172091408368	Bar-le-Duc	FR
Europe/Madrid	8375718298264	Tudela	ES
Europe/Minsk	0877320243765	Vitebsk	BY
Asia/Kolkata	4428726393330	Gingee	IN
Europe/Moscow	1020677088766	Shushary	RU
Asia/Yekaterinburg	5926542078756	Oktyabr’skiy	RU
Asia/Kolkata	1345454544670	Aistala	IN
Asia/Shanghai	4468928853898	Beidao	CN
America/New_York	6303768285899	Pottstown	US
America/Bahia	3544263441738	Rio Real	BR
America/Los_Angeles	0448372918835	Beaumont	US
Europe/Istanbul	1196496424693	Patnos	TR
Asia/Kolkata	4035916106191	Kheda	IN
Africa/Windhoek	9853215407710	Okahandja	NA
Europe/Sofia	4894817151194	Montana	BG
Europe/Kiev	3953740571309	Kherson	UA
Europe/Stockholm	5870578019354	Boo	SE
America/Chicago	1345910898422	Muskogee	US
America/Havana	5486414195580	Corralillo	CU
Asia/Jakarta	8189892833872	Sukabumi	ID
Africa/Kinshasa	3825088358525	Kasangulu	CD
Asia/Shanghai	4726617096545	Haicheng	CN
Asia/Kolkata	3909848743650	Sambalpur	IN
Europe/London	8701114760027	Kingston upon Hull	GB
America/Santiago	6429001291691	Ovalle	CL
Asia/Tokyo	7699655519581	Shinshiro	JP
Europe/Madrid	0275740352478	Puertollano	ES
America/Chicago	0628257812803	Palestine	US
America/New_York	4574133185058	Punta Gorda Isles	US
Asia/Karachi	2091740410042	Tharu Shah	PK
Europe/Moscow	4134510848848	Kireyevsk	RU
Europe/Berlin	2808121227218	Radevormwald	DE
Africa/Mogadishu	1727338653201	Baki	SO
America/Sao_Paulo	9838020222611	Iturama	BR
America/Halifax	7758436378776	Charlottetown	CA
Asia/Tokyo	7097728861009	Inawashiro	JP
America/Santiago	7373850875474	Chiguayante	CL
America/New_York	7603994220169	Fayetteville	US
America/Los_Angeles	7099726220130	Claremont	US
Asia/Tokyo	2239373446933	Motomachi	JP
America/New_York	3188567231437	Gates-North Gates	US
Asia/Tehran	0460254624795	Aleshtar	IR
Europe/Moscow	4697974922436	Severodvinsk	RU
America/Chicago	5884404198250	Tyler	US
Europe/Berlin	5154216102708	Ehingen	DE
America/Indiana/Indianapolis	3143577292977	Greenfield	US
America/New_York	2831029486050	Rosedale	US
America/Chicago	3118725981317	Fairview Heights	US
Europe/Rome	8374673565565	Portogruaro	IT
Europe/Rome	1818566273085	Somma Vesuviana	IT
America/Edmonton	8214625378044	Sherwood Park	CA
Asia/Tokyo	0997616630823	Ina	JP
Europe/Sofia	9058455482712	Smolyan	BG
Europe/London	7916461622572	Rhosllanerchrugog	GB
Africa/Lagos	7111985059976	Lagos	NG
Africa/Mogadishu	8468656942853	Baki	SO
America/Toronto	2643753768100	Sainte-Catherine	CA
Asia/Makassar	5017013933657	Majene	ID
America/New_York	5828020701289	Acworth	US
Asia/Kolkata	0280383446682	Tiruppuvanam	IN
America/Sao_Paulo	9342508904338	Marau	BR
Africa/Kampala	1117588610633	Arua	UG
Asia/Ulaanbaatar	2377237292958	Ulan Bator	MN
Europe/Berlin	7156992844825	Ehingen	DE
Europe/Brussels	5543965384723	Lille	BE
Europe/Rome	3930020539747	Portogruaro	IT
Europe/Madrid	7733042685951	Palafrugell	ES
America/Port-au-Prince	2431799785782	Thomazeau	HT
Europe/Brussels	8504032270964	Mouscron	BE
Asia/Shanghai	5850979726396	Ulanhot	CN
Africa/Freetown	2911503257236	Freetown	SL
America/New_York	5753667721508	Scarsdale	US
America/Costa_Rica	1457991013998	Liberia	CR
Asia/Kolkata	7325941246373	Dalsingh Sarai	IN
Asia/Manila	7179218921117	Guyong	PH
America/New_York	9119102699799	Greenpoint	US
Asia/Kolkata	3296431418263	Diamond Harbour	IN
Europe/Berlin	2531665762999	Karben	DE
Europe/Zaporozhye	6183348081925	Polohy	UA
America/Havana	9779089961892	Varadero	CU
Africa/Bangui	1263532525710	Carnot	CF
America/Bogota	2923090939549	Socorro	CO
Europe/Chisinau	0413935326655	Soroca	MD
Asia/Jakarta	2438314155457	Kediri	ID
Atlantic/Canary	9206976721159	Maspalomas	ES
America/Porto_Velho	2687219516492	Porto Velho	BR
America/New_York	0157759265874	Dublin	US
Europe/London	1725657984655	Poulton-le-Fylde	GB
Asia/Jakarta	5878239141123	Kediri	ID
America/Sao_Paulo	5566563601825	Curitiba	BR
America/Toronto	5850083198768	Pointe-Claire	CA
Asia/Damascus	1305511132684	Binnish	SY
America/Sao_Paulo	8429250694814	Resplendor	BR
Europe/Rome	8340672574723	Villabate	IT
Europe/Berlin	9125879644993	Burscheid	DE
America/Chicago	6192981814012	Bourbonnais	US
Europe/Berlin	1734632874096	Schleswig	DE
America/Argentina/Buenos_Aires	3367819093331	Chacabuco	AR
Asia/Karachi	8406430542677	Mianwali	PK
Africa/Blantyre	4126093035739	Salima	MW
Europe/Madrid	3524370343118	Baza	ES
America/Chicago	8978707416726	Hutchinson	US
Europe/Volgograd	3143431461525	Mikhaylovka	RU
Europe/Paris	5054496275058	Marseille 11	FR
Africa/Douala	5561675660463	Tonga	CM
America/New_York	8668728090202	Fayetteville	US
America/Fortaleza	2240790680848	Barras	BR
Asia/Kolkata	3347119868082	Malaut	IN
Africa/Lubumbashi	9041252448524	Yangambi	CD
Europe/Moscow	1720693267366	Kashira	RU
America/Los_Angeles	1450381374143	Laguna Niguel	US
Asia/Kolkata	1785826911172	Pujali	IN
America/New_York	5865761953263	Malden	US
Europe/Moscow	9294891477947	Malakhovka	RU
Europe/London	9301419038839	Great Wyrley	GB
Europe/Istanbul	1194577041333	Mardin	TR
Europe/Berlin	5484065156646	Bad Segeberg	DE
Europe/Zaporozhye	4768687879390	Polohy	UA
America/Caracas	4791628060618	Ciudad Guayana	VE
America/Santo_Domingo	9383493176256	Santa Cruz de Barahona	DO
Asia/Karachi	6155255782325	Bhit Shah	PK
Asia/Kolkata	3945665412997	Sheoganj	IN
America/New_York	3118758560121	Pottstown	US
Asia/Shanghai	1250463323140	Heyuan	CN
Asia/Baghdad	3999122658510	Karbala	IQ
Asia/Karachi	8879871704834	Sangla Hill	PK
America/Caracas	1314967711077	Barinas	VE
Africa/Djibouti	0263173602338	'Ali Sabieh	DJ
Europe/London	7154297732656	Winsford	GB
Africa/Tunis	2780408581636	El Alia	TN
Europe/Prague	9658490792076	Most	CZ
Africa/Kampala	5511363962362	Paidha	UG
America/New_York	9195036090543	Morningside Heights	US
Europe/Madrid	1898602010690	Segundo Ensanche	ES
Asia/Kolkata	7012919576487	Meerut	IN
Atlantic/Azores	1459384482541	Ponta Delgada	PT
Asia/Kolkata	8068594776505	Gingee	IN
Asia/Aqtobe	6434255590049	Shalqar	KZ
America/New_York	6494964065221	Collinwood	US
Europe/Berlin	0030839823242	Nidderau	DE
America/New_York	9901146868824	Massapequa	US
America/Los_Angeles	2968033799446	Watsonville	US
America/New_York	7552859967186	Stockbridge	US
America/Sao_Paulo	8757271374904	Caldas Novas	BR
Europe/London	4954949303707	Arbroath	GB
Asia/Jakarta	1736808974982	Diwek	ID
Europe/Brussels	6271176858007	Temse	BE
Europe/London	1893238606699	Viewpark	GB
Asia/Yekaterinburg	2912904239968	Beryozovsky	RU
America/New_York	2782615596816	Bridgeport	US
Asia/Seoul	8757935452542	T’aebaek	KR
Asia/Kolkata	5811719425665	Tiruppuvanam	IN
Europe/Madrid	0346248520864	Jumilla	ES
Asia/Kolkata	3457322293226	Elamanchili	IN
America/Chicago	1993605080319	Rolla	US
Africa/Bangui	9073999426176	Carnot	CF
Europe/Berlin	0944771066837	Wesseling	DE
Europe/Rome	6811135538900	Malnate	IT
Asia/Kolkata	8482097280046	Sambalpur	IN
Asia/Kolkata	4798897634618	Puducherry	IN
Asia/Kolkata	4336333327214	Hungund	IN
America/Los_Angeles	8323989597227	Keizer	US
America/Menominee	5771961975489	Iron River	US
Asia/Kolkata	4430291006225	Leteri	IN
America/New_York	4716249349973	Fitchburg	US
Europe/Moscow	2556796621649	Nizhniy Lomov	RU
America/New_York	9758758478855	Gainesville	US
America/New_York	7440332078828	Fitchburg	US
America/Cuiaba	2104862968275	Nova Xavantina	BR
Asia/Vladivostok	8608792221058	Nikolayevsk-on-Amure	RU
Europe/London	6218699874107	East Dereham	GB
Europe/Rome	7929086664735	Perugia	IT
America/Manaus	9900358330402	Itacoatiara	BR
